Port,Reference,Port(s),Protocol,Service,Details,Source
110,https://www.speedguide.net/port.php?port=110,110,tcp,,Post Office Protocol 3 (POP3) (official),Wikipedia
110,https://www.speedguide.net/port.php?port=110,110,tcp,trojan,ADM worm,Trojans
110,https://www.speedguide.net/port.php?port=110,110,"tcp,udp",pop-3,PostOffice V.3,SANS
110,https://www.speedguide.net/port.php?port=110,110,tcp,ProMailtrojan,[trojan] ProMail trojan,SANS
110,https://www.speedguide.net/port.php?port=110,110,"tcp,udp",applications,POP3,Portforward
110,https://www.speedguide.net/port.php?port=110,110,"tcp,udp",pop3,PostOffice V.3,Nmap
110,https://www.speedguide.net/port.php?port=110,110,tcp,threat,Bancos,Bekkoame
110,https://www.speedguide.net/port.php?port=110,110,tcp,threat,Civcat,Bekkoame
110,https://www.speedguide.net/port.php?port=110,110,"tcp,udp",pop3,Post Office Protocol - Version 3,IANA
109,https://www.speedguide.net/port.php?port=109,109,"tcp,udp",pop2,"Post Office Protocol 2 (obsolete). While POP2 has largely been replaced by POP3, hackers still scan for this port because many older POP servers have vulnerabilities associated with them. [RFC937]



ADM trojan also uses this port (TCP).",SG
109,https://www.speedguide.net/port.php?port=109,109,tcp,,Post Office Protocol 2 (POP2) (official),Wikipedia
109,https://www.speedguide.net/port.php?port=109,109,tcp,trojan,ADM worm,Trojans
109,https://www.speedguide.net/port.php?port=109,109,"tcp,udp",pop-2,PostOffice V.2,SANS
109,https://www.speedguide.net/port.php?port=109,109,"tcp,udp",pop2,PostOffice V.2,Nmap
109,https://www.speedguide.net/port.php?port=109,109,"tcp,udp",pop2,Post Office Protocol - Version 2,IANA
107,https://www.speedguide.net/port.php?port=107,107,tcp,trojan,Backdoor.Skun [Symantec-2002-120514-4425-99],SG
107,https://www.speedguide.net/port.php?port=107,107,tcp,,Remote TELNET Service protocol (official),Wikipedia
107,https://www.speedguide.net/port.php?port=107,107,tcp,trojan,Skun,Trojans
107,https://www.speedguide.net/port.php?port=107,107,tcp,rtelnet,Remote Telnet,SANS
107,https://www.speedguide.net/port.php?port=107,107,udp,rtelnet,Remote Telnet Service,SANS
107,https://www.speedguide.net/port.php?port=107,107,udp,rtelnet,Remote Telnet Service,Nmap
107,https://www.speedguide.net/port.php?port=107,107,"tcp,udp",rtelnet,Remote Telnet Service,IANA
106,https://www.speedguide.net/port.php?port=106,106,tcp,poppassd,"(TCP) poppassd (aka. epass) allows passwords to be changed on POP servers. Traditionally, users would have to have shell (Telnet) accounts on the servers in order to change their passwords. This allows users with just POP access to change their passwords. 

The exchange looks something like: 



  S: 200 Hello

  C: user robert

  S: 300 Please send current password

  C: pass mypassword

  S: 200 send New Pass Word

  C: newpass newpassword

  S: 200 successful

  C: quite



Protocol was originally developed for Eudora. Eudora Internet Mail Server vs. 1.2, 2.0, 2.01. DoS If you connect to this server and enter the command ""USER xxxxxx"" with more than 1000 characters, this service will crash.



Apple Mac OS X Password Server and City of Heroes also use this port.



Mail Management Agent (MAILMA) (a.k.a. Mail Management Server) in Rockliffe MailSite 7.0.3.1 and earlier generates different responses depending on whether or not a username is valid, which allows remote attackers to enumerate valid usernames via user requests to TCP port 106.

References: [CVE-2006-0129]



Buffer overflow in Eudora Internet Mail Server (EIMS) 2.01 and earlier on MacOS systems allows remote attackers to cause a denial of service via a long USER command to port 106. 

References: [CVE-1999-1113] [BID-75]",SG
106,https://www.speedguide.net/port.php?port=106,106,tcp,3com-tsmux,3COM-TSMUX,SANS
106,https://www.speedguide.net/port.php?port=106,106,tcp,pop3pw,Eudora compatible PW changer,SANS
106,https://www.speedguide.net/port.php?port=106,106,udp,3com-tsmux,,SANS
106,https://www.speedguide.net/port.php?port=106,106,tcp,pop3pw,Eudora compatible PW changer,Nmap
106,https://www.speedguide.net/port.php?port=106,106,udp,3com-tsmux,3com-tsmux,Nmap
106,https://www.speedguide.net/port.php?port=106,106,"tcp,udp",3com-tsmux,3COM-TSMUX. Known Unauthorized Use on 106,IANA
105,https://www.speedguide.net/port.php?port=105,105,"tcp,udp",ccso,"IANA assigned to CCSO name server protocol (mailbox name nameserver). [RFC2378]



Backdoor.Nerte [Symantec-2001-110909-3147-99] also uses this port (TCP).



Buffer overflow in Mercury Mail Transport System 4.01b allows remote attackers to execute arbitrary code via a long request to TCP port 105.

References: [CVE-2005-4411], [BID-16396]",SG
105,https://www.speedguide.net/port.php?port=105,105,tcp,trojan,NerTe,Trojans
105,https://www.speedguide.net/port.php?port=105,105,"tcp,udp",csnet-ns,Mailbox Name Nameserver,SANS
105,https://www.speedguide.net/port.php?port=105,105,udp,csnet-ns,Mailbox Name Nameserver,Nmap
105,https://www.speedguide.net/port.php?port=105,105,"tcp,udp",cso,CCSO name server protocol,Bekkoame
105,https://www.speedguide.net/port.php?port=105,105,"tcp,udp",cso,CCSO name server protocol,IANA
105,https://www.speedguide.net/port.php?port=105,105,"tcp,udp",csnet-ns,Mailbox Name Nameserver,IANA
103,https://www.speedguide.net/port.php?port=103,103,"tcp,udp",gppitnp,"MS Exchange X.400 mail messaging traffic.



Trojans that use this port: Skun



Genesis Point-to-Point Trans Net (IANA registered)",SG
103,https://www.speedguide.net/port.php?port=103,103,tcp,trojan,Skun,Trojans
103,https://www.speedguide.net/port.php?port=103,103,tcp,gppitnp,"Genesis Point-to-Point Trans Net, or x400 ISO Email",Nmap
103,https://www.speedguide.net/port.php?port=103,103,udp,gppitnp,Genesis Point-to-Point Trans Net,Nmap
103,https://www.speedguide.net/port.php?port=103,103,"tcp,udp",gppitnp,Genesis Point-to-Point Trans Net,IANA
102,https://www.speedguide.net/port.php?port=102,102,"tcp,udp",iso-tsap,"Port used by X.400, X.500, ITOT, ISO-TSAP (Transport Service Access Point) protocol.



Microsoft Exchange uses this port for X.400 mail messaging traffic. No known vulnerabilities, but similar to data-driven attacks common to smtp plus possible direct attacks, such as with sendmail. Always static route inbound mail to a protected/hardened email server.



X.500 Directory Service - Used to distribute user names, user info and public keys.

Security Concerns: Depending on vendor implementation probes can reveal valuable user info for follow-on attacks. On poorly configured servers attackers can replace public keys for data capture or DOS purposes.



[RFC1006] [RFC2126]



Delf, Skun trojans also use this port (TCP).



Siemens SIMATIC S7-1200 PLCs 2.x and 3.x allow remote attackers to cause a denial of service (defect-mode transition and control outage) via crafted packets to TCP port 102 (aka the ISO-TSAP port).

References: [CVE-2013-0700]



Siemens SIMATIC S7-1200 is vulnerable to a denial of service. By sending specially-crafted ISO-TSAP packets to TCP port 102, a remote attacker could exploit this vulnerability to cause the device to go into defect mode until a cold restart is performed.

References: [XFDB-109688] [EDB-38964]



A vulnerability in Siemens SIMATIC STEP 7 (TIA Portal) could allow a remote attacker to obtain sensitive information. An attacker could exploit this vulnerability using man-in-the-middle techniques to intercept or modify Siemens industrial communications at TCP port 102.

References: [CVE-2015-1601] [XFDB-101004] [BID-72691]



Siemens SIMATIC HMI Comfort Panels before WinCC (TIA Portal) 13 SP1 Upd2 and SIMATIC WinCC Runtime Advanced before WinCC (TIA Portal) 13 SP1 Upd2 allow man-in-the-middle attackers to cause a denial of service via crafted packets on TCP port 102. 

References: [CVE-2015-2822]



Siemens SIMATIC S7-300 CPU devices allow remote attackers to cause a denial of service (defect-mode transition) via crafted packets on (1) TCP port 102 or (2) Profibus. 

References: [CVE-2015-2177]



Siemens SIMATIC CP 343-1 Advanced devices before 3.0.44, CP 343-1 Lean devices, CP 343-1 devices, TIM 3V-IE devices, TIM 3V-IE Advanced devices, TIM 3V-IE DNP3 devices, TIM 4R-IE devices, TIM 4R-IE DNP3 devices, CP 443-1 devices, and CP 443-1 Advanced devices might allow remote attackers to obtain administrative access via a session on TCP port 102.

References: [CVE-2015-8214]



Siemens SIMATIC S7-1500 CPU devices before 1.8.3 allow remote attackers to bypass a replay protection mechanism via packets on TCP port 102.

References: [CVE-2016-2201]



Siemens SIMATIC S7-1500 CPU devices before 1.8.3 allow remote attackers to cause a denial of service (STOP mode transition) via crafted packets on TCP port 102.

References: [CVE-2016-2200], [XFDB-110522]



Siemens SIMATIC S7-300 is vulnerable to a denial of service. By sending specially-crafted packets to TCP port 102, a remote attacker could exploit this vulnerability to cause the device to go into defect mode.

References: [CVE-2016-3949] [XFDB-113903]



An Improper Authentication issue was discovered in Siemens SIMATIC CP 44x-1 RNA, all versions prior to 1.4.1. An unauthenticated remote attacker may be able to perform administrative actions on the Communication Process (CP) of the RNA series module, if network access to Port 102/TCP is available and the configuration file for the CP is stored on the RNA's CPU.

References: [CVE-2017-6868], [BID-99234]



A vulnerability has been identified in Firmware variant IEC 61850 for EN100 Ethernet module (All versions < V4.33), Firmware variant PROFINET IO for EN100 Ethernet module (All versions), Firmware variant Modbus TCP for EN100 Ethernet module (All versions), Firmware variant DNP3 TCP for EN100 Ethernet module (All versions), Firmware variant IEC104 for EN100 Ethernet module (All versions). Specially crafted packets to port 102/tcp could cause a denial-of-service condition in the EN100 communication module if oscillographs are running. A manual restart is required to recover the EN100 module functionality. Successful exploitation requires an attacker with network access to send multiple packets to the EN100 module. As a precondition the IEC 61850-MMS communication needs to be activated on the affected EN100 modules. No user interaction or privileges are required to exploit the security vulnerability. The vulnerability could allow causing a Denial-of-Service condition of the network functionality of the device, compromising the availability of the system. At the time of advisory publication no public exploitation of this security vulnerability was known.

References: [CVE-2018-11452]



A vulnerability has been identified in SIMATIC ET 200SP Open Controller CPU 1515SP PC (All versions), SIMATIC ET 200SP Open Controller CPU 1515SP PC2 (All versions), SIMATIC S7-1200 CPU family (All versions >= V4.0), SIMATIC S7-1500 CPU family (All versions), SIMATIC S7-1500 Software Controller (All versions), SIMATIC S7-PLCSIM Advanced (All versions). An attacker with network access to port 102/tcp could potentially modify the user program on the PLC in a way that the running code is different from the source code which is stored on the device. An attacker must have network access to affected devices and must be able to perform changes to the user program. The vulnerability could impact the perceived integrity of the user program stored on the CPU. An engineer that tries to obtain the code of the user program running on the device, can receive different source code that is not actually running on the device. No public exploitation of the vulnerability was known at the time of advisory publication.

References: [CVE-2019-10943]



A vulnerability has been identified in SIMATIC ET 200SP Open Controller CPU 1515SP PC (All versions), SIMATIC ET 200SP Open Controller CPU 1515SP PC2 (All versions), SIMATIC S7-1200 CPU family (All versions >= V4.0), SIMATIC S7-1500 CPU family (All versions), SIMATIC S7-1500 Software Controller (All versions), SIMATIC S7-PLCSIM Advanced (All versions). An attacker in a Man-in-the-Middle position could potentially modify network traffic exchanged on port 102/tcp, due to certain properties in the calculation used for integrity protection. In order to exploit the vulnerability, an attacker must be able to perform a Man-in-the-Middle attack. The vulnerability could impact the integrity of the communication. No public exploitation of the vulnerability was known at the time of advisory publication.

References: [CVE-2019-10929], [XFDB-174097]



A vulnerability has been identified in SINUMERIK 808D (All versions), SINUMERIK 828D (All versions < V4.95). Affected devices don't process correctly certain special crafted packets sent to port 102/tcp, which could allow an attacker to cause a denial-of-service in the device.

References: [CVE-2021-37199]",SG
102,https://www.speedguide.net/port.php?port=102,102,tcp,,ISO-TSAP (Transport Service Access Point) Class 0 protocol (official),Wikipedia
102,https://www.speedguide.net/port.php?port=102,102,tcp,trojan,"Delf, Skun",Trojans
102,https://www.speedguide.net/port.php?port=102,102,"tcp,udp",iso-tsap,tsap ISO-TSAP Class 0,Nmap
102,https://www.speedguide.net/port.php?port=102,102,"tcp,udp",iso-tsap,ISO Transport Service Access Point,Neophasis
102,https://www.speedguide.net/port.php?port=102,102,"tcp,udp",iso-tsap,ISO-TSAP Class 0,IANA
101,https://www.speedguide.net/port.php?port=101,101,"tcp,udp",hostname,"Hostnames NIC Host Name Server. [RFC953] [RFC811]



Skun trojan also uses this port (TCP).",SG
101,https://www.speedguide.net/port.php?port=101,101,tcp,,NIC host name (official),Wikipedia
101,https://www.speedguide.net/port.php?port=101,101,tcp,trojan,Skun,Trojans
101,https://www.speedguide.net/port.php?port=101,101,"tcp,udp",hostname,hostnames NIC Host Name Server,Nmap
101,https://www.speedguide.net/port.php?port=101,101,"tcp,udp",threat,Udps,Bekkoame
101,https://www.speedguide.net/port.php?port=101,101,"tcp,udp",hostname,NIC Host Name Server,IANA
99,https://www.speedguide.net/port.php?port=99,99,udp,metagram,"Metagram Relay, gnutella



Seapine Software TestTrack server allows a remote attacker to cause a denial of service (high CPU) via (1) TestTrackWeb.exe and (2) ttcgi.exe by connecting to port 99 and disconnecting without sending any data. 

References: [CVE-1999-1567]",SG
99,https://www.speedguide.net/port.php?port=99,99,tcp,trojans,"Hidden Port, Mandragore, NCX trojans



Backdoor.Win32.Ncx.b / Remote Stack Buffer Overflow - the malware listens on TCP port 99. Third-party attackers who can reach an infected system can send a large junk payload and trigger a classic stack buffer overflow overwriting the EIP, ECX registers and structured exception handler (SEH).

References: [MVID-2021-0388]



Backdoor.Win32.Ncx.b / Unauthenticated Remote Command Execution - the malware listens on TCP port 99. Third-party attackers who can reach an infected system can execute OS commands further compromising the host.

References: [MVID-2021-0389]",SG
99,https://www.speedguide.net/port.php?port=99,99,tcp,HiddenPort,[trojan] Hidden Port,SANS
99,https://www.speedguide.net/port.php?port=99,99,tcp,Hidden,[trojan] Hidden,SANS
99,https://www.speedguide.net/port.php?port=99,99,tcp,Mandragore,[trojan] Mandragore,SANS
99,https://www.speedguide.net/port.php?port=99,99,tcp,NCX,[trojan] NCX,SANS
99,https://www.speedguide.net/port.php?port=99,99,"tcp,udp",metagram,Metagram Relay,IANA
98,https://www.speedguide.net/port.php?port=98,98,tcp,applications,"This signature detects TCP port probes directed at port 98, which may indicate that an attacker is scanning to determine if the Linux remote configuration service is available on the system.



TAC News (IANA registered)",SG
98,https://www.speedguide.net/port.php?port=98,98,tcp,linuxconf,linuxconf,SANS
98,https://www.speedguide.net/port.php?port=98,98,tcp,linuxconf,linuxconf,Nmap
98,https://www.speedguide.net/port.php?port=98,98,udp,tacnews,TAC News,Nmap
98,https://www.speedguide.net/port.php?port=98,98,"tcp,udp",tacnews,TAC News,IANA
90,https://www.speedguide.net/port.php?port=90,90,tcp,trojan,Hidden Port 2.0,SG
90,https://www.speedguide.net/port.php?port=90,90,"tcp,udp",,dnsix (DoD Network Security for Information Exchange) Securit Attribute Token Map (official),Wikipedia
90,https://www.speedguide.net/port.php?port=90,90,"tcp,udp",,Pointcast (unofficial),Wikipedia
90,https://www.speedguide.net/port.php?port=90,90,"tcp,udp",dnsix,DNSIX Securit Attribute Token Map,SANS
90,https://www.speedguide.net/port.php?port=90,90,"tcp,udp",dnsix,DNSIX Securit Attribute Token Map,Nmap
90,https://www.speedguide.net/port.php?port=90,90,"tcp,udp",dnsix,DNSIX Securit Attribute Token Map. PORT 90 also being used unofficially by Pointcast,IANA
88,https://www.speedguide.net/port.php?port=88,88,udp,Kerberos,"KDC (Kerberos key distribution center) server.

Related ports: 464,543,544,749,751



Xbox 360 (LIVE) ports: 3074 TCP/UDP, 53 TCP/UDP, 80 TCP, 88 UDP

Xbox One (LIVE) ports: 3074 TCP/UDP, 53 TCP/UDP, 80 TCP, 88 UDP, 500 UDP, 3544 UDP, 4500 UDP",SG
88,https://www.speedguide.net/port.php?port=88,88,tcp,trojan,"Pwsteal.likmet.a, BackDoor-AXC



BroadWave Streaming Audio Server also uses this port",SG
88,https://www.speedguide.net/port.php?port=88,88,tcp,,Kerberos - authentication system (official),Wikipedia
88,https://www.speedguide.net/port.php?port=88,88,tcp,BackDoor-AXC,[trojan] BackDoor-AXC,SANS
88,https://www.speedguide.net/port.php?port=88,"883,074",udp,applications,Army of Two 360,Portforward
88,https://www.speedguide.net/port.php?port=88,88,tcp,applications,Army of Two 360,Portforward
88,https://www.speedguide.net/port.php?port=88,"883,074",udp,applications,NCAA 07 Football,Portforward
88,https://www.speedguide.net/port.php?port=88,"883,074",udp,applications,Xbox Live 360,Portforward
88,https://www.speedguide.net/port.php?port=88,88,"tcp,udp",kerberos-sec,Kerberos (v5),Nmap
88,https://www.speedguide.net/port.php?port=88,88,tcp,threat,PWSteal.Likmet,Bekkoame
88,https://www.speedguide.net/port.php?port=88,88,"tcp,udp",kerberos,Kerberos,IANA
87,https://www.speedguide.net/port.php?port=87,87,tcp,terminal link,"terminal link - a talk/chat style protocol. Port commonly used by intruders



Backdoor.Win32.Agent.ad / Insecure Credential Storage - the malware listens on TCP port 87, its default password ""hoanggia"" is stored in the Windows registry in cleartext under ""clrprv.oo"" in ""HKEY_LOCAL_MACHINE\SOFTWARE\WOW6432Node\System\NPP"". The password is also set as cookie value ""Cookie: pass=hoanggia; day=14; month=11; year=2021"", which also gets sent over the network in plaintext. Third party attackers who can access the system or sniff traffic can grab the password, then execute any programs and or run commands made available by the backdoor.

References: [MVID-2021-0406]",SG
87,https://www.speedguide.net/port.php?port=87,87,tcp,priv-term-l,any private terminal link  ttylink,SANS
87,https://www.speedguide.net/port.php?port=87,87,tcp,priv-term-l,"any private terminal link, ttylink",Nmap
87,https://www.speedguide.net/port.php?port=87,87,"tcp,udp",,any private terminal link,IANA
85,https://www.speedguide.net/port.php?port=85,85,tcp,trojan,"Common Port for phishing scam sites



Multiple directory traversal vulnerabilities in src/acloglogin.php in Wangkongbao CNS-1000 and 1100 allow remote attackers to read arbitrary files via a .. (dot dot) in the (1) lang or (2) langid cookie to port 85.

References: [CVE-2012-4031] [BID-54267] [SECUNIA-49776] [OSVDB-83636]



An issue was discovered in INNEO Startup TOOLS 2017 M021 12.0.66.3784 through 2018 M040 13.0.70.3804. The sut_srv.exe web application (served on TCP port 85) includes user input into a filesystem access without any further validation. This might allow an unauthenticated attacker to read files on the server via Directory Traversal, or possibly have unspecified other impact.

References: [CVE-2020-15492]



MIT ML Device (IANA official)",SG
85,https://www.speedguide.net/port.php?port=85,85,"tcp,udp",mit-ml-dev,MIT ML Device,IANA
82,https://www.speedguide.net/port.php?port=82,82,tcp,trojans,"W32.Netsky.X@mm [Symantec-2004-042010-3056-99] (2004.04.20) - a Netsky variant that uses its own SMTP engine to email itself. Listens on port 82/tcp to receive and execute a file from an attacker.



The W32.Netsky.Y@mm [Symantec-2004-042011-2621-99] variant also opens port 82/tcp.

ET TROJAN LD Pinch Checkin uses port 82/udp.",SG
82,https://www.speedguide.net/port.php?port=82,82,udp,,Torpark - Control (unofficial),Wikipedia
82,https://www.speedguide.net/port.php?port=82,82,tcp,threat,W32.Netsky,Bekkoame
82,https://www.speedguide.net/port.php?port=82,82,"tcp,udp",xfer,XFER Utility,IANA
81,https://www.speedguide.net/port.php?port=81,81,udp,trojans,W32.Beagle.AR@mm [Symantec-2004-092811-5825-99] (2004.9.28) - mass mailing worm with backdoor functionality on port 81/tcp & udp. Affects all current Windows versions.,SG
81,https://www.speedguide.net/port.php?port=81,81,tcp,http,"Hyper Text Transfer Protocol (HTTP) - ports used for web traffic. See also TCP ports 80, 8080, 8081.



Some common uses for port 81/tcp include web administration (cobalt cube), web proxy servers, McAfee Framework Service, TigerVPN (servers speed check), etc.



If you're not running web services on this port, keep in mind it is also used by some trojans:

Backdoor.Asylum [Symantec-2000-121815-0609-99] (2000.05.02) - remote access trojan, uses ports 81, 2343, 23432 by default.

W32.Beagle.AR@mm [Symantec-2004-092811-5825-99] (2004.09.28) - port 81.



Stack-based buffer overflow in the RespondeHTTPPendiente function in the HTTP server for SUMUS 0.2.2 allows remote attackers to execute arbitrary code via a large packet sent to TCP port 81.

References: [CVE-2005-1110]



RemoConChubo trojan and Blue Iris also use this port.",SG
81,https://www.speedguide.net/port.php?port=81,81,tcp,,Torpark - Onion routing (unofficial),Wikipedia
81,https://www.speedguide.net/port.php?port=81,81,tcp,trojan,Asylum,Trojans
81,https://www.speedguide.net/port.php?port=81,81,"tcp,udp",hosts2-ns,HOSTS2 Name Server,SANS
81,https://www.speedguide.net/port.php?port=81,81,tcp,RemoConChubo,[trojan] RemoConChubo,SANS
81,https://www.speedguide.net/port.php?port=81,81,"tcp,udp",hosts2-ns,HOSTS2 Name Server,Nmap
81,https://www.speedguide.net/port.php?port=81,81,tcp,threat,W32.Beagle,Bekkoame
81,https://www.speedguide.net/port.php?port=81,81,tcp,threat,Xeory,Bekkoame
81,https://www.speedguide.net/port.php?port=81,81,udp,threat,W32.Beagle,Bekkoame
81,https://www.speedguide.net/port.php?port=81,81,"tcp,udp",,"Unassigned, modified: 2007-09-06",IANA
80,https://www.speedguide.net/port.php?port=80,80,udp,trojans,"W32.Beagle.AO@mm [Symantec-2004-080911-3251-99] - mass-mailing worm with backdoor functionality. Uses its own SMTP engine, discovered 08.09.2004. Opens port 80 tcp & udp.



W32.Bobax.AF@mm [Symantec-2005-081611-4121-99] (2005.08.15) - a mass-mailing worm that opens a backdoor and lowers security settings on the compromised computer. It exploits the MS Plug and Play Buffer Overflow vulnerability (MS Security Bulletin [MS05-039]) on port 21/tcp., and by sending copies of itself to gathered email addresses. Also opens a backdoor on a random tcp port and/or port 80/udp.



Siemens SINEMA Server before 12 SP1 allows remote attackers to cause a denial of service (web-interface outage) via crafted HTTP requests to port 80 (TCP/UDP).

References: [CVE-2014-2733]



Multiple directory traversal vulnerabilities in the integrated web server in Siemens SINEMA Server before 12 SP1 allow remote attackers to access arbitrary files via HTTP traffic to port (1) 4999 or (2) 80. 

References: [CVE-2014-2732]



Multiple directory traversal vulnerabilities in the integrated web server in Siemens SINEMA Server before 12 SP1 allow remote attackers to access arbitrary files via HTTP traffic to port (1) 4999 or (2) 80. 

Reference: [CVE-2014-2731]



Port 80 udp is also used by some games, like Alien vs Predator (Activision).",SG
80,https://www.speedguide.net/port.php?port=80,80,tcp,http,"Hyper Text Transfer Protocol (HTTP) - port used for web traffic.



Some broadband routers run a web server on port 80 or 8080 for remote management. WAN Administration can (and should, in most cases) be disabled using the Web Admin interface.



AnyDesk remote desktop software uses TCP ports 80, 443, 6568, 7070 (direct line connection)



If you're not running web services, keep in mind that a number of trojans/worms/backdoors propagate via TCP port 80 (HTTP):

Code Red, Nimda, 711 trojan (Seven Eleven), AckCmd, Back End, Back Orifice 2000 Plug-Ins, Cafeini, CGI Backdoor, Executor, God Message, God Message Creator, Hooker, IISworm, MTX, NCX, Nerte 7.8.1, Reverse WWW Tunnel Backdoor, RingZero, Seeker, WAN Remote, Web Server CT, WebDownloader

Trojan.Webus.C [Symantec-2004-101212-0903-99]

W32.Beagle.AO@mm [Symantec-2004-080911-3251-99] - mass-mailing worm with backdoor functionality. Uses its own SMTP engine, discovered 08.09.2004. Opens port 80 tcp & udp.

Mydoom.B [Symantec-2004-012816-3647-99] (2004.01.28) - mass-mailing worm that opens a backdoor into the system. The backdoor makes use of TCP ports 80, 1080, 3128, 8080, and 10080.

Backdoor.Ranky.S [Symantec-2005-013015-4228-99] (2005.01.30) - runs proxy on port 80.

W32.Crowt.A@mm [Symantec-2005-012310-2158-99] (2005.01.23) - mass mailing worm, opens a backdoor, logs keystrokes. Uses ports 80 and 137.

Backdoor.Darkmoon.B [Symantec-2005-102115-3914-99] (2005.10.21) - a backdoor trojan with keylogger capabilities. Opens a backdoor and listens for remote commands on port 80/tcp.

W32.Beagle.CX@mm [Symantec-2005-121511-1751-99] (2005.12.16) - mass-mailing worm that uses its own SMTP engine to spread Trojan.Lodear.E [Symantec-2005-121516-1510-99]. Also opens a backdoor on port 80/tcp and lowers security settings on the compromised computer.

Trojan.Lodear.F [Symantec-2005-121513-5818-99] (2005.12.18) - trojan that attempts to download remote files.

W32.Feebs [Symantec-2006-013122-5631-99] (2006.01.07)



Xbox 360 (LIVE) ports: 3074 TCP/UDP, 53 TCP/UDP, 80 TCP, 88 UDP

Xbox One (LIVE) ports: 3074 TCP/UDP, 53 TCP/UDP, 80 TCP, 88 UDP, 500 UDP, 3544 UDP, 4500 UDP



Some Apple applications also use port 80 (TCP): MobileMe, Sherlock, QuickTime Installer, iTunes Store and Radio, Software Update, RAID Admin, Backup, iCal calendar publishing, iWeb, MobileMe Web Gallery Publishing, WebDAV (iDisk), Final Cut Server.



Siemens SIPROTEC 4 and SIPROTEC Compact is vulnerable to a denial of service, caused by an error in the EN100 Ethernet module. By sending specially-crafted HTTP packets to TCP port 80, a remote attacker could exploit this vulnerability to cause the device to go into defect mode.

References: [CVE-2016-7113] [XFDB-116647]



A vulnerability was discovered in Siemens ViewPort for Web Office Portal before revision number 1453 that could allow an unauthenticated remote user to upload arbitrary code and execute it with the permissions of the operating-system user running the web server by sending specially crafted network packets to port 443/TCP or port 80/TCP.

References: [CVE-2017-6869], [BID-99343]",SG
80,https://www.speedguide.net/port.php?port=80,80,tcp,,Hypertext Transfer Protocol (HTTP) (official),Wikipedia
80,https://www.speedguide.net/port.php?port=80,80,tcp,trojan,"711 trojan (Seven Eleven), AckCmd, BlueFire, Cafeini, Duddie, Executor, God Message, Intruzzo , Latinus, Lithium, MscanWorm, NerTe, Nimda, Noob, Optix Lite, Optix Pro , Power, Ramen, Remote Shell , Reverse WWW Tunnel Backdoor , RingZero, RTB 666, Scalper, Screen Cutter , Seeker, Slapper, Web Server CT , WebDownloader",Trojans
80,https://www.speedguide.net/port.php?port=80,80,udp,trojan,Penrox,Trojans
80,https://www.speedguide.net/port.php?port=80,80,"tcp,udp",www,World Wide Web HTTP,SANS
80,https://www.speedguide.net/port.php?port=80,"802,300",tcp,applications,Age of Empires III,Portforward
80,https://www.speedguide.net/port.php?port=80,80,"tcp,udp",applications,"Applications/Games that use port 80:



ATT Remote Monitor

BT Homesafe

Dungeons + Dragons Online

Eyeon

Gadspot IP Camera

Halo

Lord of the Rings Online

Lorex IP Surveillance

MythTV

QSee QSD6204

QSee QSD6209

Rise of Legends",Portforward
80,https://www.speedguide.net/port.php?port=80,"22,57,80,3660,3663,4665","tcp,udp",applications,AudioReQuest,Portforward
80,https://www.speedguide.net/port.php?port=80,"80,443",tcp,applications,BarracudaDrive,Portforward
80,https://www.speedguide.net/port.php?port=80,"80, 4711, 18060, 28910, 29900, 29901, 29920",tcp,applications,Battlefield 2,Portforward
80,https://www.speedguide.net/port.php?port=80,"80, 443, 1024-1124, 4711, 9960-9969, 17475, 18060, 18120, 18300, 18510, 27900, 28910, 29900",tcp,applications,Battlefield 2142,Portforward
80,https://www.speedguide.net/port.php?port=80,"8,044,330,745,223",tcp,applications,Call of Duty - World at War,Portforward
80,https://www.speedguide.net/port.php?port=80,"806,667,289,102,990,000,000",tcp,applications,Command and Conquer Generals,Portforward
80,https://www.speedguide.net/port.php?port=80,"80, 3783, 6500, 6515, 6667, 13139, 27900, 28900, 28910, 29900, 29901, 29920",tcp,applications,Command and Conquer Generals GameSpy,Portforward
80,https://www.speedguide.net/port.php?port=80,"80, 3783, 4321, 6660-6669, 28900, 29900, 2901",tcp,applications,Command and Conquer Red Alert 3,Portforward
80,https://www.speedguide.net/port.php?port=80,"806,667,289,102,990,000,000",tcp,applications,Command and Conquer Zero Hour,Portforward
80,https://www.speedguide.net/port.php?port=80,"80, 3783, 6500, 6515, 6667, 13139, 27900, 28900, 28910, 29900, 29901, 29920",tcp,applications,Command and Conquer Zero Hour GameSpy,Portforward
80,https://www.speedguide.net/port.php?port=80,"80, 2300-2400, 3783, 13139, 27900, 28900, 29900-29901, 34000-34005",udp,applications,Cossacks II,Portforward
80,https://www.speedguide.net/port.php?port=80,"805,938",tcp,applications,DynGate,Portforward
80,https://www.speedguide.net/port.php?port=80,"21, 80, 3389, 4550, 5550, 6550, 9650",tcp,applications,GeoVision TwinDVR with Webcam,Portforward
80,https://www.speedguide.net/port.php?port=80,"21,80,3389,4550,5550,6550",tcp,applications,GeoVision Webcam,Portforward
80,https://www.speedguide.net/port.php?port=80,"806,112",tcp,applications,Guild Wars,Portforward
80,https://www.speedguide.net/port.php?port=80,"80,6667,21000,40000-42000",tcp,applications,IL2-Sturmovik Ubi.com,Portforward
80,https://www.speedguide.net/port.php?port=80,"8,021,067,777",tcp,applications,L2J,Portforward
